,Year,"Report
State",Plant Name,Owner Company,Operator Company,County Name,Zipcode,"Plant
Capacity","Plant
Flow","BTU
Content","Dry Gas
Storage
Capacity","NG Liquid
Storage
Capacity",lonlats
316,2012.0,TX,Delmita Gas Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Starr,78536,130.00,117.00,"1,135",0.0,700,"[-98.4184224, 26.6180494]"
317,2012.0,TX,Denver Unit CO2 Recovery Plant,Occidental Permian Ltd,Occidental Permian Ltd,Yoakum,79323,290.00,279.00,300,0.0,"90,000","[-102.8744945, 32.9261999]"
318,2012.0,TX,Dollarhide Gas Plant,Chevron Production Company,Chevron Production Company,Andrews,79714,56.00,56.00,250,0.0,"7,000","[-102.8514837, 32.2838911]"
319,2012.0,TX,Duncan Gas Processing Plant,"Enterprise Gathering, LLC","Enterprise Gathering, LLC",Rusk,75652,40.00,30.00,"1,098",0.0,714,"[-94.7691586, 32.2210489]"
320,2012.0,TX,East Texas,DCP East Texas Gathering,DCP Midstream,Panola,75631,"1,000.00",710.00,"1,128",0.0,"185,000","[-94.4593791, 32.2549724]"
321,2012.0,TX,East Texas(Avinger),Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Cass,75560,85.00,83.00,"1,082",0.0,"1,000","[-94.3770704, 33.2045275]"
322,2012.0,TX,East Vealmoor Plant,"West Texas Gas Gas Processing, LP","West Texas Gas Gas Processing, LP",Martin,79511,46.00,45.79,"1,407",0.0,750,"[-101.2750531, 32.4138613]"
323,2012.0,TX,Electra Gas Plant,"Halcon Operating Co., Inc.","Halcon Operating Co., Inc.",Wilbarger,76360,1.00,1.00,"1,800",0.0,"1,142","[-98.96870109999999, 33.9592916]"
324,2012.0,TX,Enbridge Hobart Ranch Gas Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Hemphill,79014,125.00,91.00,"1,140",0.0,0,"[-100.3497895, 35.9022267]"
325,2012.0,TX,Eustace Gas Plant,Tristream East Texas LLC,Tristream East Texas LLC,Henderson,75124,58.00,31.00,822,0.0,312,"[-96.0044121, 32.3267732]"
326,2012.0,TX,Fain Gas Plant,Pioneer Natural Resources,Pioneer Natural Resources,Potter,79058,140.00,65.00,"1,360",0.0,"3,048","[-101.8777664, 35.5981578]"
327,2012.0,TX,Fairway Gas Plant,ExxonMobil Corporation,Hunt Oil Company,Henderson,75782,88.00,48.00,"1,123",0.0,"1,083","[-95.59717909999999, 32.0753839]"
328,2012.0,TX,Formosa Hydrocarbons Company,Formosa Hydrocarbons Company,Formosa Hydrocarbons Co Inc,Calhoun,77978,146.86,115.76,"1,120",0.0,0,"[-96.56766250000001, 28.66565719999999]"
329,2012.0,TX,Fullerton,DCP Midstream,DCP Midstream,Andrews,79714,75.00,72.00,"1,380",0.0,"2,014","[-102.8514837, 32.2838911]"
330,2012.0,TX,Gilmore Gas Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Hidalgo,78541,265.00,225.00,"1,140",0.0,900,"[-98.2869478, 26.485261]"
331,2012.0,TX,Godley Plant,Energy Transfer,Energy Transfer,Johnson,76044,590.00,400.00,"1,188",0.0,"3,000","[-97.56805949999999, 32.4455751]"
332,2012.0,TX,Goforth Plant,,"Crosstex CCNG Processing, Ltd",Parker,76126,30.00,24.00,"1,213",0.0,75,"[-97.5030669, 32.6519191]"
333,2012.0,TX,Goldsmith,DCP Midstream,DCP Midstream,Ector,79741,65.00,60.00,"1,325",0.0,"9,000","[-102.644587, 31.9699065]"
334,2012.0,TX,Gomez Plant,Hoover Energy Partners LLC,Hoover Energy Partners  LLC,Pecos,79735,100.00,70.00,900,0.0,210,"[-102.7594847, 30.8568345]"
335,2012.0,TX,Gordon,Enbridge G & P (North Texas) L.P.,Enbridge G & P (North Texas) L.P.,Palo Pinto,76453,40.00,25.00,"1,250",0.0,"3,600","[-98.3307468, 32.5547371]"
336,2012.0,TX,Gray County Plant,"Eagle Rock Field Services, L.P.","Eagle Rock Field Services, L.P.",Gray,79065,20.00,14.36,"1,425",0.0,0,"[-100.9354944, 35.5477222]"
337,2012.0,TX,Gregory,Southcross Energy GP LLC,Southcross Gathering Ltd.,San Patricio,78359,100.00,85.00,"1,106",0.0,"6,428","[-97.28956629999999, 27.9223702]"
338,2012.0,TX,Grey Badger,"Midstream Energy Services, LLC","Midstream Energy Services, LLC",CARSON,79068,25.00,15.00,"1,300",0.0,"2,800","[-101.47935, 35.323655]"
339,2012.0,TX,Gulf Plains Gas Plant,DCP Midstream,DCP Midstream,Nueces,78343,170.00,143.00,"1,200",0.0,"3,475","[-97.76340189999999, 27.590568]"
340,2012.0,TX,Hainesville Gas Plant,Hainesville Gas Gathering Corporation,Energy Production Corporation,Wood,75773,16.00,2.00,"1,200",0.0,"2,227","[-95.4568133, 32.6675165]"
341,2012.0,TX,Halley,"Energy Transfer Equity, LP","Southern Union Gas Services, LTD",Winkler,79745,110.00,43.02,"1,228",0.0,0,"[-102.8514837, 31.7473945]"
342,2012.0,TX,Hamlin,PVR Hamlin LLC,PVR Midstream,Fisher,79520,8.00,6.80,"1,360",0.0,0,"[-100.1255164, 32.8922722]"
343,2012.0,TX,Hanover Reinecke,Exterran,Exterran,Borden,79511,50.00,45.00,275,0.0,0,"[-101.2750531, 32.4138613]"
344,2012.0,TX,Hawkins Gas Plant,ExxonMobil Corporation,ExxonMobil Corporation,Wood,75765,180.00,160.00,445,0.0,0,"[-95.2475518, 32.6764252]"
345,2012.0,TX,Headlee,Chevron,Four Star Oil & Gas,Ector,79762,100.00,45.00,"1,330",0.0,"1,820","[-102.3807553, 31.9626279]"
346,2012.0,TX,Hemphill (aka Hemploma) Gas Plant,BP America Production Company,BP America Production Company,Hemphill,79014,50.00,41.09,"1,260",0.0,0,"[-100.3497895, 35.9022267]"
347,2012.0,TX,"Hemphill Plant (A, B, C, and D)",Superior Pipeline Texas LLC,Superior Pipeline Texas LLC,Hemphill,79014,115.00,90.00,"1,190",2.0,"1,700","[-100.3497895, 35.9022267]"
348,2012.0,TX,Henderson,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Rusk,75654,280.00,130.00,"1,084",0.0,600,"[-94.9350929, 32.1240956]"
349,2012.0,TX,Hidetown Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Wheeler,79096,132.00,132.00,"1,121",0.0,833,"[-100.2151578, 35.4380151]"
350,2012.0,TX,Hobart Cryo Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Hemphill,79014,30.00,30.00,"1,176",0.0,"1,000","[-100.3497895, 35.9022267]"
351,2012.0,TX,Horn Compressor Station,"Seminole Gas Company, LLC","Seminole Gas Company, LLC",Hemphill,79061,0.50,0.50,"1,100",0.0,285,"[-100.4846227, 35.5014659]"
352,2012.0,TX,Houston Central Plant,,Copano,Colorado,77475,623.89,623.89,"1,150",0.0,"21,097","[-96.67447759999999, 29.4940746]"
353,2012.0,TX,Huckabay,Enbridge G & P (North Texas) L.P.,Enbridge G & P (North Texas) L.P.,Erath,76401,20.00,19.00,"1,220",0.0,"1,833","[-98.265058, 32.3116754]"
354,2012.0,TX,Indian Creek Plant,Crestwood Panhandle Pipeline LLC,Crestwood Panhandle Pipeline LLC,Roberts,79069,36.00,16.00,"1,200",0.0,"1,109","[24.9025363, 58.877641]"
355,2012.0,TX,Indian Mound,"Advance NGL, Inc.","Advance NGL, Inc.",Young,76450,0.21,0.20,,0.0,"1,429","[-98.61606739999999, 33.0953425]"
356,2012.0,TX,Indian Springs Gas Plant,Teco Gas Processing LLC,Enterprise Products Operating LLC,Polk,77351,146.00,125.00,"1,160",0.0,"1,068","[-94.7691586, 30.670725]"
357,2012.0,TX,Irion County Plant,"Davis Gas Processing, Inc.","Davis Gas Processing, Inc.",IRION,76930,16.00,8.30,"1,300",0.0,"1,500","[-101.1843887, 31.1625076]"
358,2012.0,TX,Jameson Plant,"WTG Jameson, LP","WTG Gas Processing, LP",Coke,76949,35.00,29.37,"1,381",0.0,"11,000","[-100.6928804, 32.0445844]"
359,2012.0,TX,Joaquin Plant,"CenterPoint Energy Field Services, LLC","CenterPoint Energy Field Services, LLC",Shelby,75954,30.00,8.00,"1,045",0.0,"1,190","[-94.0491077, 31.9057786]"
360,2012.0,TX,Johnson State,Chesapeake Energy,Chesapeake Midstream Partners,Reeves,79718,0.50,0.18,"1,230",0.0,816,"[-103.7752634, 31.021636]"
361,2012.0,TX,KELTON GAS PLANT,KELTON GAS SERVICES - LLC,AKA - FRONTIER FIELD SERVICES,USA,79096,90.00,32.00,"1,200",0.0,"1,200","[-100.2151578, 35.4380151]"
362,2012.0,TX,Keystone,"Energy Transfer Equity, LP","Southern Union Gas Services, LTD",Winkler,79745,135.00,104.90,"1,234",0.0,0,"[-102.8514837, 31.7473945]"
363,2012.0,TX,King Ranch Gas Plant,ExxonMobil Production Company,ExxonMobil Production Company,Kleburg,78363,800.00,550.00,"1,052",0.0,"160,000","[-97.8503951, 27.4456818]"
364,2012.0,TX,Kripple Kreek Gas Plant,Pecan Pipeline Company,Pecan Pipeline Company,Montague,76230,120.00,91.40,"1,189",0.0,"8,571","[-97.9157099, 33.4988372]"
365,2012.0,TX,La Gloria,DCP Midstream,DCP Midstream,Jim Wells,78355,265.00,160.00,"1,130",0.0,"34,120","[-98.1775638, 27.170058]"
366,2012.0,TX,LaGrange Plant,Energy Transfer,Energy Transfer,Fayette,78945,205.00,150.00,"1,275",0.0,"1,700","[-96.8779926, 29.9334606]"
367,2012.0,TX,Lefors Plant,"Eagle Rock Energy Services, L.P.","Eagle Rock Energy Services, L.P.",Gray,79054,7.50,5.70,"1,290",0.0,"3,316","[-100.8112885, 35.4182798]"
368,2012.0,TX,Little Buffalo Basin,,Citation Oil & Gas,Harris,77069,1.30,0.54,"1,410",0.0,381,"[-95.5249863, 29.991318]"
369,2012.0,TX,Lone Camp,Enbridge G & P (North Texas) L.P.,Enbridge G & P (North Texas) L.P.,Palo Pinto,76453,40.00,30.00,"1,250",0.0,714,"[-98.3307468, 32.5547371]"
370,2012.0,TX,Longhorn Gas Plant,Enerfin Resources Company,Enerfin Resources II-92 LP,Archer,76310,1.50,0.45,"1,298",0.0,998,"[-98.5062007, 33.7928627]"
371,2012.0,TX,Longview,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Gregg,75603,120.00,106.00,"1,050",0.0,400,"[-94.70706159999999, 32.3817587]"
372,2012.0,TX,Longview Gas Plant,Costar Midstream LLC,Gas Solutions II Ltd,Gregg,75604,50.00,20.00,"1,270",0.0,"7,850","[-94.8002333, 32.502529]"
373,2012.0,TX,Luling Gas Plant,"Davis Gas Processing, Inc","Davis Gas Processing, Inc",Caldwell,78661,12.00,1.22,"1,223",0.0,350,"[-97.754233, 29.7313257]"
374,2012.0,TX,Markham Gas Processing Plant,Williams Field Services-Gulf Coast Company LP,Williams Field Services-Gulf Coast Company LP,Matagorda,77456,500.00,326.00,"1,124",0.0,0,"[-96.07851040000001, 29.0366605]"
375,2012.0,TX,Markley Plant,,"W. W. Sub, Inc",Jack & Young,76459,4.00,0.03,"1,140",0.0,500,"[-98.40745729999999, 33.2770197]"
376,2012.0,TX,McCormick Gas Processing Plant,"Enterprise Gathering, LLC","Enterprise Gathering, LLC",Panola,75631,22.00,8.00,"1,068",0.0,523,"[-94.4593791, 32.2549724]"
377,2012.0,TX,McLean Plant,"McLean Gas Processing Company, LLC","Carrera Operating Company, LLC",Gray,79057,25.00,12.00,"1,200",0.0,300,"[-100.6647101, 35.2252614]"
378,2012.0,TX,McMullen,,Houston Pipeline,McMullen,78072,4.50,3.20,"1,387",0.0,760,"[-98.61606739999999, 28.2610528]"
379,2012.0,TX,Mertzon Plant,Targa Resources,Targa Resources,Irion,76941,52.00,44.90,"1,239",0.0,"7,658","[-100.8903099, 31.2557696]"
380,2012.0,TX,MidMar,MidMar Gas LLC,Feagan Gathering Company,Andrews,79714,75.00,70.00,"1,350",0.0,"1,000","[-102.8514837, 32.2838911]"
381,2012.0,TX,Midkiff,,Atlas Pipeline Co,Midland,79755,210.00,210.00,"1,340",0.0,"5,142","[-101.9119871, 31.502598]"
382,2012.0,TX,Mitchell Puckett,Hoover Energy Partners LLC,Hoover Energy Partners LLC,Pecos,79735,80.00,14.00,740,0.0,500,"[-102.7594847, 30.8568345]"
383,2012.0,TX,Mount Pearl Gas Plant,,Citation Oil & Gas,Harris,77069,10.00,2.60,"1,227",0.0,"1,429","[-95.5249863, 29.991318]"
384,2012.0,TX,Neches Field Plant,"Quantum Resources Management, LLC","Quantum Resources Management, LLC",Cherokee,75766,1.00,0.85,"1,389",0.0,600,"[-95.26844369999999, 31.9293086]"
385,2012.0,TX,Neleh Gas System,"Davis Gas Processing, Inc.","Davis Gas Processing, Inc.",Upton,79752,5.00,1.69,"1,330",0.0,750,"[-102.1404037, 31.210594]"
386,2012.0,TX,New Hope,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Franklin,75163,10.00,7.50,977,0.0,"5,430","[-96.12089259999999, 32.174264]"
387,2012.0,TX,North Fayette Treating Plant,Chaparral Resources LLC,"Chaparral Energy, LLC",Fayette,78942,10.00,1.20,"1,110",0.0,0,"[-96.89944949999999, 30.185302]"
388,2012.0,TX,OSR-Halliday Unit Gathering System,Woodbine Production Corp,Woodbine Production Corp,Madison,77864,1.80,1.80,"1,200",0.0,"1,800","[-95.8775964, 30.9688804]"
389,2012.0,TX,Old Ocean,Arrowhead Pipeline L.P.,Harvest Pipeline Company,Brazoria,77480,180.00,135.00,"1,120",0.0,"6,000","[-95.7510475, 29.085846]"
390,2012.0,TX,Osborne Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Roberts,79059,25.00,16.00,"1,236",0.0,476,"[-100.7548851, 35.7369722]"
391,2012.0,TX,Oxy Block31 Plant,Occidental Petroleum,Occidental Petroleum,Crane,79731,100.00,58.00,548,0.0,0,"[-102.4151335, 31.4093115]"
392,2012.0,TX,Ozona,Chevron,Chevron,Crockett,76943,32.00,17.90,"1,235",0.0,648,"[-101.0711758, 30.5146701]"
393,2012.0,TX,Ozona Gas Processing Plant Partnership,DCP Midstream,DCP Midstream,Cockett,76943-1029,120.00,85.00,"1,160",0.0,"15,833","[-101.0711758, 30.5146701]"
394,2012.0,TX,Panhandle Superplant,DCP Midstream,DCP Midstream,,,475.00,343.00,"1,200",0.0,"20,307","[0, 0]"
395,2012.0,TX,Pantex Plant,Phillips 66,WRB Borger Refinery,Hutchinson,79008,0.10,0.10,"1,500",0.0,0,"[-101.4, 35.67]"
396,2012.0,TX,Pegasus Plant,DCP Midstream,DCP Midstream,Midland,79755,100.00,81.90,"1,287",0.0,43,"[-101.9119871, 31.502598]"
397,2012.0,TX,Phoenix Arrington Ranch Plant,"Eagle Rock Energy Services, L.P.","Eagle Rock Energy Services, L.P.",Hemphill,79014,80.00,62.00,"1,180",0.0,575,"[-100.3497895, 35.9022267]"
398,2012.0,TX,Pineview Gas Plant,,Citation Oil & Gas,Harris,77069,2.00,1.00,,0.0,"5,000","[-95.5249863, 29.991318]"
399,2012.0,TX,Ranger,,Ranger Gas Gath LLC,,76470-0079,8.50,4.80,"1,350",0.0,714,"[-98.70407499999999, 32.5518355]"
400,2012.0,TX,Red Deer Plant,"Eagle Rock Field Services, L.P.","Eagle Rock Field Services, L.P.",Roberts,79014,25.00,22.00,"1,250",0.0,215,"[-100.3497895, 35.9022267]"
401,2012.0,TX,Reklaw (Limerock Facility),"Eagle Rock DeSoto Pipeline, L.P.","Eagle Rock DeSoto Pipeline, L.P.",Rusk,75784,1.50,1.50,981,0.0,250,"[-94.9558696, 31.8737499]"
402,2012.0,TX,Roberts County Plant,"Eagle Rock Field Services, L.P.","Eagle Rock Field Services, L.P.",Roberts,79059,25.00,11.00,"1,150",0.0,"1,428","[-100.7548851, 35.7369722]"
403,2012.0,TX,Roberts Ranch,DCP Midstream,DCP Midstream,Midland,79766,70.00,70.00,"1,100",0.0,362,"[-102.3922135, 31.703691]"
404,2012.0,TX,Rosewood Dew Point Facility,"EROC Gathering Company, LP","EROC Gathering Company, LP",Upshur,75644,13.00,5.50,702,0.0,452,"[-95.01824599999999, 32.7533753]"
405,2012.0,TX,Saint Jo Processing Plant,"Copano Field Services/North Texas, LLC","Copano Field Services/North Texas, LLC",Montague,76251,104.00,64.00,"1,141",0.0,571,"[-97.6765157, 33.6252075]"
406,2012.0,TX,Sale Ranch Gas Plant,"West Texas Gas Gas Processing, LP","West Texas Gas Gas Processing, LP",MARTIN,79782,35.00,30.40,"1,358",0.0,750,"[-101.7523854, 32.0341947]"
407,2012.0,TX,San Martin Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Bexar,78112,200.00,145.00,"1,251",0.0,0,"[-98.385532, 29.2128928]"
408,2012.0,TX,Sand Hills Complex,"Targa Midstream Services, LLC","Targa Midstream Services, LLC",Crane,79731,150.00,140.00,"1,200",0.0,490,"[-102.4151335, 31.4093115]"
409,2012.0,TX,Seminole Gas Plant,Oxy USA Inc - Permian,Hess Corporation,Gaines,79360,280.00,256.76,156,0.0,"9,600","[-102.7135121, 32.6987519]"
410,2012.0,TX,Shackelford,"Targa Midstream Services, LLC","Targa Midstream Services, LLC",Shackelford,76430,15.00,9.00,"1,308",0.0,"4,528","[-99.23421959999999, 32.7827765]"
411,2012.0,TX,Shackelford Plant,"DGP Taurus GP Holding, LLC","DGP Taurus Field Services, LP",Eastland,76437,15.00,5.13,"1,250",0.0,750,"[-99.05710889999999, 32.347147]"
412,2012.0,TX,Shamburger Lake Plant,Valence Operating Company,Valence Operating Company,SMITH,75706,2.00,0.08,"1,250",0.0,355,"[-95.33116520000002, 32.4473378]"
413,2012.0,TX,Sherman,"SemGas, LP","SemGas, LP",Grayson,75092,20.00,17.00,"1,240",0.0,750,"[-96.7279918, 33.6805008]"
414,2012.0,TX,Shilling Gas Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Webb,78357-2032,110.00,110.00,"1,200",0.0,0,"[-98.5940814, 27.9604958]"
415,2012.0,TX,Shoup Gas Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Nueces,78410,285.00,255.00,"1,120",0.0,"1,700","[-97.5788975, 27.8222933]"
416,2012.0,TX,Silver Creek Plant,,"Crosstex CCNG Processing, Ltd",Parker,76087,200.00,165.00,"1,158",1.0,"1,023","[-97.8286368, 32.6095477]"
417,2012.0,TX,Slaughter Gasoline Plant,Oxy,Oxy Permian,Hockley,79372,35.00,30.00,"1,400",0.0,"562,500","[-102.4781873, 33.4369951]"
418,2012.0,TX,Slaughter Gasoline Plant (Mallet),Oxy,Oxy Permian,Hockley,79372,335.00,335.00,"1,250",0.0,"2,200","[-102.4781873, 33.4369951]"
419,2012.0,TX,Snyder Gasoline Plant,ExxonMobil Corporation,Kinder Morgan CO2,Scurry,79549,90.00,51.72,"1,150",0.0,"1,000","[-100.9354944, 32.9127679]"
420,2012.0,TX,Sonora Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Sutton,76950,120.00,95.00,"1,141",0.0,750,"[-100.5296115, 30.3776869]"
421,2012.0,TX,Southwest Ozona,DCP Midstream,DCP Midstream,Crockett,76943,100.00,85.00,"1,160",0.0,"1,429","[-101.0711758, 30.5146701]"
422,2012.0,TX,Spearman Plant,PVR Gas Processing LLC,PVR Gas Processing LLC,Ochiltree,79104,100.00,100.00,"1,158",0.0,"1,300","[-101.7922632, 35.2011859]"
423,2012.0,TX,Spraberry,DCP Midstream,DCP Midstream,Midland,79706,60.00,60.00,"1,300",0.0,"9,500","[-101.9804613, 31.8781368]"
424,2012.0,TX,Springtown Processing plant,Enbridge G & P,Enbridge G & P,Parker,76082,65.00,55.00,"1,250",0.0,0,"[-97.7199454, 32.9528231]"
425,2012.0,TX,Sterling Plant,Targa Resources,Targa Resources,Sterling,76951,62.00,58.00,"1,250",0.0,"1,610","[-101.0711758, 31.78149299999999]"
426,2012.0,TX,Stockman Plant,"CenterPoint Energy Field Services, LLC","CenterPoint Energy Field Services, LLC",Shelby,75935,15.00,2.00,"1,057",0.0,715,"[-94.17904820000001, 31.7953957]"
427,2012.0,TX,Sunray Gas Plant,BP America Production Company,BP America Production Company,Moore,79029,189.00,118.00,"1,180",0.0,0,"[-102.026135, 35.8738937]"
428,2012.0,TX,Sutton Sonora Plant,DCP Midstream,DCP Midstream,Sutton,76493,62.00,62.00,"1,175",0.0,"4,523","[24.6630065, 48.9031731]"
429,2012.0,TX,Sweetwater Creek Plant,J-W Pipeline Company,J-W Pipeline Company,Wise,76234,40.00,18.00,"1,140",0.0,"2,860","[-97.4814163, 33.2581763]"
430,2012.0,TX,Texas City Processing Plant,Kinder Morgan Tejas Pipeline LLC,Kinder Morgan Tejas Pipeline LLC,Galveston,77590,40.00,40.00,"1,085",0.0,600,"[-94.9247074, 29.38527629999999]"
431,2012.0,TX,Thompsonville Gas Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Jim Hogg,77369,330.00,305.00,"1,140",0.0,0,"[-94.7174062, 30.3854221]"
432,2012.0,TX,Three Rivers,DCP Midstream,DCP Midstream,Live Oak,78022,95.00,85.00,"1,155",0.0,"1,380","[-98.1775638, 28.1951501]"
433,2012.0,TX,Tippett,"Energy Transfer Equity, LP","Southern Union Gas Services, LTD",Crockett,79752,60.00,56.00,"1,140",0.0,0,"[-102.1404037, 31.210594]"
434,2012.0,TX,Tolar,DCP Tolar Gas Service,DCP Midstream,Hood,76476,80.00,40.00,940,0.0,"2,571","[-97.9374948, 32.3552663]"
435,2012.0,TX,Tract 75 Gas Plant,Kinder Morgan,Kinder Morgan,,79744,110.00,67.00,314,0.0,700,"[-102.026135, 30.9278324]"
436,2012.0,TX,Trinidad,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Henderson,75163,65.00,51.80,"1,042",0.0,714,"[-96.12089259999999, 32.174264]"
437,2012.0,TX,Tyler Gas Plant,J-W Gathering Company,J-W Gathering Company,Smith,75704,1.50,0.90,"1,102",0.0,"1,000","[-95.4149003, 32.3986023]"
438,2012.0,TX,Van Plant,UNOCAL-CNAEP,UNOCAL-CNAEP,Van Zandt,75790,5.00,1.00,"1,370",0.0,0,"[-95.63528009999999, 32.5131096]"
439,2012.0,TX,WPMT NGL,Occidental Permian Ltd,Occidental Permian Ltd,Yoakum,79323,35.00,18.00,"1,100",0.0,0,"[-102.8744945, 32.9261999]"
440,2012.0,TX,Waha Plant,Regency Field Services LLC,Energy Transfer Company,Pecos,79730,120.00,87.00,"1,072",0.0,250,"[-103.1048449, 31.1599754]"
441,2012.0,TX,Waskom Gas Processing,"Prism Gas Systems I, LP","Prism Gas Systems I, LP",Harrison,75692,320.00,250.00,"1,090",0.0,"38,500","[-94.08999109999999, 32.4936631]"
442,2012.0,TX,Wasson ODC Unit CO2 Removal Plant,Occidental Permian Ltd,Occidental Permian Ltd,Yoakum,79323,100.00,96.84,170,0.0,"4,095","[-102.8744945, 32.9261999]"
443,2012.0,TX,Weatherford,Enbridge G & P (North Texas) L.P.,,Parker,76088,70.00,65.00,,0.0,430,"[-97.9374948, 32.84955619999999]"
444,2012.0,TX,West Johnson County Plant,Devon Energy Corp,Devon Gas Services LP,Johnson,76044,100.00,79.34,"1,068",0.0,"4,296","[-97.56805949999999, 32.4455751]"
445,2012.0,TX,Wilcox Gas Plant,DCP Midstream,DCP Midstream,Lavaca,77964,240.00,188.00,"1,102",0.0,"9,857","[-96.83509989999999, 29.33590539999999]"
446,2012.0,TX,Willard CO2 Recovery Plant,Oxy USA WTP,Oxy USA WTP,Yoakum,79323,90.00,80.00,160,0.0,"1,310","[-102.8744945, 32.9261999]"
447,2012.0,TX,Woodall Plant,"Eagle Rock Field Services, L.P.","Eagle Rock Field Services, L.P.",Hemphill,79011,60.00,40.00,"1,200",0.0,"3,500","[-100.2151578, 35.6113632]"
448,2012.0,TX,Worsham-Steed Cryogenic Gas Plant,"NorTex Midstream Partners, LLC","Worsham-Steed Gas Storage, LLC",Jack,76486,60.00,53.00,"1,027",0.0,0,"[-98.06834300000001, 33.0203015]"
449,2012.0,TX,Yates Gas Plant,Kinder Morgan,Kinder Morgan,Pecos,79744,70.00,50.00,312,0.0,"1,048","[-102.026135, 30.9278324]"
450,2012.0,TX,Yoakum Gas Processing Plant,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC",Lavaca,77995,300.00,300.00,"1,250",0.0,0,"[-97.0713572, 29.2080028]"
451,2012.0,TX,Zybach,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Wheeler,79011,164.00,164.00,"1,169",0.0,952,"[-100.2151578, 35.6113632]"
452,2012.0,UT,Altamont Gas Plant,"El Paso Midstream Investment Company, LLC","El Paso Midstream Investment Company, LLC",Duchesne,84001,60.00,40.00,"1,200",0.0,"22,476","[-110.2593928, 40.2849128]"
453,2012.0,UT,Brundage Gas Plant,Berry Petroleum Company,Berry Petroleum Company,Duchesne,,30.00,24.00,"1,150",0.0,"2,500","[0, 0]"
454,2012.0,UT,Chipeta Plant,"Western Gas Partners, LP","Western Gas Partners, LP",Uintah,84078,750.00,600.00,"1,106",0.0,"34,285","[-109.5285205, 40.4553668]"
455,2012.0,UT,Grand Gas Gathering Plant,"Cisco Dome, LLC",,Grand,84515,0.80,0.25,"1,098",0.0,360,"[-109.140438, 38.911433]"
456,2012.0,UT,Harley Dome,ETC Canyon Pipelines LLC,Energy Transfer,Grand,84540,30.00,20.00,"1,067",0.0,714,"[-109.4735066, 39.2157449]"
457,2012.0,UT,Ironhorse Gas Plant,QEP Field Services Company,QEP Field Services Company,Uintah,84078,150.00,146.00,"1,140",0.0,0,"[-109.5285205, 40.4553668]"
458,2012.0,UT,Kastler Dew Point Plant,Questar Pipeline Company,Questar Pipeline Company,Daggett,84023,300.00,24.30,"1,055",0.0,"2,143","[-109.4259114, 40.922044]"
459,2012.0,UT,Lisbon Gas Plant,"Patara Oil & Gas, LLC","Patara Oil & Gas, LLC",San Juan,84530,60.00,20.00,990,0.0,"20,000","[-109.140438, 38.2638416]"
460,2012.0,UT,Monument Butte Plant,Newfield Rocky Mountain Inc,Newfield Rocky Mountain Inc,Duchesne,84052,22.00,18.00,"1,195",0.0,"1,430","[-109.9854145, 40.1280816]"
461,2012.0,UT,Pleasant Valley Compressor Station,Newfield Exploration Co,Newfield Production Co,Duchesne,84052,20.00,18.00,"1,220",0.0,429,"[-109.9854145, 40.1280816]"
462,2012.0,UT,Price Chiller Skids,Questar Field Services,Questar Pipeline Company,Carbon,84501,45.00,40.70,"1,077",0.0,714,"[-110.8107201, 39.599386]"
463,2012.0,UT,Price Dew Point Plant,Questar Pipeline Company,Questar Pipeline Company,Carbon,84501,120.00,28.50,"1,053",0.0,"1,428","[-110.8107201, 39.599386]"
464,2012.0,UT,Price Raptor Plant,Questar Field Services,Questar Pipeline Company,Carbon,84501,130.00,130.00,"1,077",0.0,"2,857","[-110.8107201, 39.599386]"
465,2012.0,UT,Red Wash Gas Plant,QEP Field Services Company,QEP Field Services Company,Uintah,84078,160.00,82.00,"1,110",0.0,"3,173","[-109.5285205, 40.4553668]"
466,2012.0,UT,Skull Creek Dew Point,Questar Pipeline Company,Questar Pipeline Company,Moffat,81625,45.00,34.60,"1,118",0.0,"1,428","[-107.763621, 40.7685941]"
