,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
243,WISHON,12.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,NORTH FORK+CA,37.2293765,-119.5093812
244,BIG CREEK 4,100.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,NORTH FORK+CA,37.2293765,-119.5093812
245,KERCKHOFF 1,33.7,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,AUBERRY+CA,37.0807823,-119.4854113
246,KERCKHOFF 2,155.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,AUBERRY+CA,37.0807823,-119.4854113
247,WOLFSEN BYPASS,1.0,HYDROELECTRIC,WATER,,OPERATIONAL,LOS BANOS+CA,37.0582786,-120.8499151
248,HELMS PUMPED STORAGE,1212.0,HYDROELECTRIC,WATER,PUMPED STORAGE,OPERATIONAL,SHAVER LAKE+CA,37.104114,-119.3176258
249,O'NEILL,25.2,HYDROELECTRIC,WATER,"PUMPED STORAGE, WATER",OPERATIONAL,LOS BANOS+CA,37.0582786,-120.8499151
250,SAN LUIS BYPASS,0.68,HYDROELECTRIC,WATER,,OPERATIONAL,LOS BANOS+CA,37.0582786,-120.8499151
251,W R GIANELLI,424.0,HYDROELECTRIC,WATER,PUMPED STORAGE,OPERATIONAL,SANTA NELLA+CA,37.0977209,-121.016866
252,MADERA CANAL,8.8,HYDROELECTRIC,WATER,,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
253,RIVER OUTLET,2.0,HYDROELECTRIC,WATER,,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
254,DIVISION CREEK,0.65,HYDROELECTRIC,WATER,"RUN-OF-RIVER, FRANCIS TURBINE",OPERATIONAL,INDEPENDENCE+CA,36.8027102,-118.2000951
255,HAAS,144.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
256,BALCH 2,108.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BALCH CAMP+CA,36.903419,-119.120865
257,KINGS RIVER,52.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
258,BALCH 1,34.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BALCH CAMP+CA,36.903419,-119.120865
259,MADERA POWER LLC,25.0,WTE,AG & WOODWASTE,STEAM TURBINE,OPERATIONAL,FIREBAUGH+CA,36.8588376,-120.4560072
260,PINE FLAT,165.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
261,SUN HARVEST,0.25,SOLAR,PHOTOVOLTAIC,FIXED TILT GROUND MOUNT,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
262,CALRENEW-1,5.0,SOLAR,PHOTOVOLTAIC,"SOLAR PANELS, THIN-FILM",OPERATIONAL,MENDOTA+CA,36.7535611,-120.3815574
263,STROUD STATION,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,HELM+CA,36.5316159,-120.0982058
264,COTTONWOOD,1.5,HYDROELECTRIC,WATER,"RUN-OF-RIVER, FRANCIS TURBINE",OPERATIONAL,LONE PINE+CA,36.6060444,-118.0628654
265,FIVE POINTS SOLAR STATION,15.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,FIVE POINTS+CA,36.4296358,-120.1030632
266,WESTSIDE STATION,15.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,FIVE POINTS+CA,36.4296358,-120.1030632
267,"WELLHEAD POWER GATES, LLC",46.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,HURON+CA,36.2027308,-120.1029177
268,HAIWEE,5.6,HYDROELECTRIC,WATER,"RUN-OF-RIVER, FRANCIS TURBINE, OWENS VLY",OPERATIONAL,OLANCHA+CA,36.2818827,-118.0064718
269,AVENAL PARK,6.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,AVENAL+CA,36.0041223,-120.1290272
270,MONTICELLO,11.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,WINTERS+CA,38.5249065,-121.9708017
271,LAGUNA PLANT CO-GEN FACILITY,2.7,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SANTA ROSA+CA,38.440429,-122.7140548
272,CENTRAL LF (SONOMA) PHASE II,3.2,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,PETALUMA+CA,38.232417,-122.6366524
273,CENTRAL LF (SONOMA) PHASE I,3.2,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,PETALUMA+CA,38.232417,-122.6366524
274,CREED ENERGY CENTER,48.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SUISUN CITY+CA,38.2382474,-122.040244
275,ANHEUSER-BUSCH,1.5,WIND,WIND,WIND TURBINE,OPERATIONAL,FAIRFIELD+CA,38.24935809999999,-122.0399663
276,SHILOH I,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MONTEZUMA HILLS+CA,38.1174178,-121.8044015
277,"SMUD - SOLANO, PHASE 2B",24.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
278,"SMUD - SOLANO, PHASE 1",63.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
279,VALERO UNIT 1,51.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, BROWN FIELD",OPERATIONAL,BENICIA+CA,38.049365,-122.1585777
280,PITTSBURG,1370.0,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
281,CONTRA COSTA,680.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, SYNCHRONOUS CONDENSOR",OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
282,DELTA ENERGY CENTER,860.2,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
283,MARSH LANDING,828.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
284,GATEWAY GEN. STATION,530.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
285,AMERESCO KELLER CANYON,3.8,WTE,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
286,WEST CONTRA COSTA,2.0,WTE,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,RICHMOND+CA,37.9357576,-122.3477486
287,PORT OF STOCKTON DISTRICT ENERGY FACILITY,50.6,WTE,BIOMASS,STEAM TURBINE,OPERATIONAL,STOCKTON+CA,37.9577016,-121.2907796
288,WOODWARD,2.85,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,OAKDALE+CA,37.7665947,-120.8471545
289,ROBERT O. SCHULZ SOLAR FARM,1.4,SOLAR,PHOTOVOLTAIC,SINGLE AXIS SOLAR TRACKING,OPERATIONAL,MANTECA+CA,37.7974273,-121.2160526
290,FRANKENHEIMER,5.04,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,OAKDALE+CA,37.7665947,-120.8471545
291,EBMUD - ANAEROBIC DIGESTION,4.6,WTE,DIGESTER GAS,DIGESTER GAS,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
292,VASCO WIND ENERGY CENTER,78.2,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
293,ALAMEDA,49.9,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
294,VASCO ROAD LF,7.4,WTE,LANDFILL GAS,,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
295,"RE SFCITY1, LP",4.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,SAN FRANCISCO+CA,37.7749295,-122.4194155
296,DIFWIND VII,24.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
297,DIFWIND IX,18.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
298,PATTERSON,21.8,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
299,SOUTHEAST DIGESTER GAS COGEN,2.0,WTE,DIGESTER GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SAN FRANCISCO+CA,37.7749295,-122.4194155
300,SF FUEL CELL STATION,1.6,OIL/GAS,NATURAL GAS,HYDROGEN FUEL CELL,OPERATIONAL,SAN FRANCISCO+CA,37.7749295,-122.4194155
301,LA GRANGE,4.2,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LA GRANGE+CA,37.6635433,-120.4635289
302,WTP NO.  2 SUPPLY LINE,1.25,HYDROELECTRIC,WATER,,OPERATIONAL,FREMONT+CA,37.5482697,-121.9885719
303,DAWSON LAKE,4.4,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LA GRANGE+CA,37.6635433,-120.4635289
304,CSU EAST BAY FUEL CELL STATION,1.4,OIL/GAS,HYDROGEN,FUEL CELL,OPERATIONAL,HAYWARD+CA,37.6688205,-122.0807964
305,HICKMAN,1.08,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HICKMAN+CA,37.6235428,-120.7538163
306,RUSSELL CITY AMENDMENT,195.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,HAYWARD+CA,37.6688205,-122.0807964
307,HAYWARD WASTEWATER SOLAR FACILITY,1.0,SOLAR,PHOTOVOLTAIC,SOLAR ARRAY,OPERATIONAL,HAYWARD+CA,37.6688205,-122.0807964
308,TURLOCK LAKE,3.3,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,TURLOCK+CA,37.4946568,-120.8465941
309,ALMOND,49.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,CERES+CA,37.5949316,-120.9577098
310,WALNUT,48.0,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,TURLOCK+CA,37.4946568,-120.8465941
311,WALNUT ENERGY CENTER,250.0,OIL/GAS,NATURAL GAS,GREEN FIELD,OPERATIONAL,TURLOCK+CA,37.4946568,-120.8465941
312,OX MOUNTAIN LANDFILL,11.4,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,HALF MOON BAY+CA,37.4635519,-122.4285862
313,BYXBEE PARK SANITARY LF,2.0,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,PALO ALTO+CA,37.4418834,-122.1430195
314,LOS ESTEROS PHASE 2,140.0,OIL/GAS,NATURAL GAS,"GAS TURBINE, COMBINED CYCLE",OPERATIONAL,MOUNTAIN VIEW+CA,37.3860517,-122.0838511
315,SUNNYVALE LANDFILL GAS POWER GENERATION FACILITY,1.6,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SUNNYVALE+CA,37.36883,-122.0363496
316,DONALD VON RAESFELD CC,147.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,SANTA CLARA+CA,37.3541079,-121.9552356
317,CITY OF SANTA CLARA,5.8,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,SANTA CLARA+CA,37.3541079,-121.9552356
318,PORTAL,10.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BIG CREEK+CA,37.2048997,-119.2460242
319,COX STATION,0.1,HYDROELECTRIC,HYDRO,HYDRO,OPERATIONAL,SARATOGA+CA,37.2638324,-122.0230146
320,BIG CREEK 8,64.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,AUBERRY+CA,37.0807823,-119.4854113
321,BIG CREEK 1,82.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BIG CREEK+CA,37.2048997,-119.2460242
322,BIG CREEK 2,67.1,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BIG CREEK+CA,37.2048997,-119.2460242
323,BIG CREEK 2A,98.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BIG CREEK+CA,37.2048997,-119.2460242
324,METCALF ENERGY CENTER,565.8,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
325,EASTWOOD,199.0,HYDROELECTRIC,WATER,"PUMPED STORAGE, WATER",OPERATIONAL,SHAVER LAKE+CA,37.104114,-119.3176258
326,BIG CREEK 3,177.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,AUBERRY+CA,37.0807823,-119.4854113
327,AMERESCO SANTA CRUZ ENERGY,3.2,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,WATSONVILLE+CA,36.910231,-121.7568946
328,MOSS LANDING,2484.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,MOSS LANDING+CA,36.8044003,-121.7868953
329,MARINA,5.4,WTE,MSW,LANDFILL GAS,OPERATIONAL,MARINA+CA,36.68440289999999,-121.802173
330,KAWEAH 3,4.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,THREE RIVERS+CA,36.4388364,-118.9045445
331,KAWEAH 1,2.2,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,THREE RIVERS+CA,36.4388364,-118.9045445
332,KAWEAH 2,1.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,THREE RIVERS+CA,36.4388364,-118.9045445
333,TERMINUS,20.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LEMONCOVE+CA,36.381389,-119.025833
334,NICHOLS FARM,1.19,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,HANFORD+CA,36.3274502,-119.6456844
335,TULE,6.4,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SPRINGVILLE+CA,36.1302265,-118.8181495
336,TULE RIVER,2.52,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SPRINGVILLE+CA,36.1302265,-118.8181495
337,TULARE SUCCESS,1.4,HYDROELECTRIC,WATER,,OPERATIONAL,PORTERVILLE+CA,36.06523,-119.0167679
338,PIXLEY COGEN,6.0,OIL/GAS,NATURAL GAS,ETHANOL,OPERATIONAL,PIXLEY+CA,35.9685648,-119.2917785
339,SIERRA POWER CORP.,7.0,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,TERRA BELLA+CA,35.9624529,-119.0442687
340,SUN CITY,20.0,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,AVENAL+CA,36.0041223,-120.1290272
341,SAND DRAG,19.0,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,AVENAL+CA,36.0041223,-120.1290272
342,DANIEL M. BATES,0.35,HYDROELECTRIC,HYDRO,RUN-OF-RIVER,OPERATIONAL,HOT SPRINGS+CA,41.1463899,-121.0375
343,KERN RIVER 3,36.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,KERNVILLE+CA,35.75467320000001,-118.4253627
344,IVANPAH I,133.0,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,NIPTION+CA,35.4666532,-115.2722098
345,NACIMIENTO,4.36,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BRADLEY+CA,35.8632993,-120.8007321
346,ISABELLA FISH FLOW,0.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LAKE ISABELLA+CA,35.6180087,-118.473141
347,MERIDIAN,1.14,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,PASO ROBLES+CA,35.626944,-120.677778
348,BOREL,11.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LAKE ISABELLA+CA,35.6180087,-118.473141
349,SEMITROPIC SOLAR,0.84,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,LOST HILLS+CA,35.616349,-119.6942941
350,NORTH GENERATOR,2.0,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,BUTTONWILLOW+CA,35.400517,-119.4695619
351,KIMBERLINA SOLAR THERMAL ENERGY PLANT,5.0,SOLAR,SOLAR,COMPACT LINEAR FRESNEL REFLECTOR,OPERATIONAL,BAKERFIELD+CA,35.3732921,-119.0187125
352,SEMITROPIC HYDRO,0.84,HYDROELECTRIC,HYDRO,HYDRO,OPERATIONAL,LOST HILLS+CA,35.616349,-119.6942941
353,SOUTH GENERATOR,2.0,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,BUTTONWILLOW+CA,35.400517,-119.4695619
354,SAN LUIS OBISPO,0.68,HYDROELECTRIC,WATER,,OPERATIONAL,PASO ROBLES+CA,35.626944,-120.677778
355,KERN RIVER 1,24.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
356,KERN CANYON,11.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
357,DIFWIND VIII,15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
358,DIFWIND VI,27.1,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
359,MORRO BAY,912.0,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,MORRO BAY+CA,35.3659445,-120.8499924
360,LA PALOMA GENERATING PROJECT,1200.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
361,ELK HILLS,567.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM TURBINE",OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
362,PINE TREE I,120.0,WIND,WIND,WIND TURBINE,OPERATIONAL,CANTIL+CA,35.30885019999999,-117.9684031
363,SUNRISE,572.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM TURBINE",OPERATIONAL,FELLOWS+CA,35.1785779,-119.5412328
364,DIABLO CANYON,2323.0,NUCLEAR,NUCLEAR,"STEAM TURBINE, URANIUM",OPERATIONAL,AVILA BEACH+CA,35.1800113,-120.7319127
365,LOPEZ WWTP,0.12,HYDROELECTRIC,WATER,,OPERATIONAL,ARROYO GRANDE+CA,35.1185868,-120.5907252
366,CAMERON RIDGE,64.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
367,OASIS,60.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
368,ALTA WIND II,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
369,ALTA WIND III,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
370,ALTA WIND IV,102.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
371,ALTA WIND I,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
372,ALTA WIND VIII,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
373,MUSTANG HILLS LLC,150.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
374,ALTA WIND V,168.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
375,PASTORIA ENERGY FACILITY,750.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
376,CATALINA SOLAR PHASE I AND II,143.2,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
377,COOL,726.66,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE, HEAT RECOVERY",OPERATIONAL,DAGGETT+CA,34.8633187,-116.888092
378,PACIFIC WIND PROJECT,140.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
379,SANTA MARIA II LFG,1.48,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SANTA MARIA+CA,34.9530337,-120.4357191
380,ALAMO,19.67,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
381,SIERRA SUNTOWER,5.0,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
382,WILLIAM E. WARNE,74.3,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
383,CEMEX-BLACK MOUNTAIN QUARRY,3.0,WIND,WIND,WIND TURBINE,OPERATIONAL,APPLE VALLEY+CA,34.5008311,-117.1858759
384,SEPV 1,1.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,PALMDALE+CA,34.5794343,-118.1164613
385,HIGH DESERT,854.9,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,VICTORVILLE+CA,34.5361067,-117.2911565
386,CEMEX-RIVER PLANT,3.2,WIND,WIND,WIND TURBINE,OPERATIONAL,VICTORVILLE+CA,34.5361067,-117.2911565
387,SAN FRANCISQUITO 1,54.3,HYDROELECTRIC,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,SAUGUS+CA,34.413889,-118.540556
388,CASTAIC,1331.0,HYDROELECTRIC,WATER,"PUMPED STORAGE, WATER, PONDAGE",OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
389,PARKER,120.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,PARKER DAM+CA,34.287246,-114.1430071
390,SAN FRANCISQUITO 2,18.0,HYDROELECTRIC,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,SAUGUS+CA,34.413889,-118.540556
391,FOOTHILL FEEDER,9.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
392,MONTECITO WD,0.13,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,MONTECITO+CA,34.4366626,-119.6320753
393,SANTA FELICIA,1.42,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,LAKE PIRU+CA,34.4569565,-118.7613794
394,GOLETA WD,0.15,HYDROELECTRIC,HYDRO,PRESSURE-REDUCING STATION,OPERATIONAL,GOLETA+CA,34.4358294,-119.8276389
395,SANTA BARBARA COTTAGE HOSP.,6.4,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA BARBARA+CA,34.4208305,-119.6981901
396,AES PLACERITA,120.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,PLACERITA CYN.+CA,34.3861087,-118.5184186
397,MOJAVE SIPHON,32.79,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HESPERIA+CA,34.4263886,-117.3008784
398,OLIVE VIEW MEDICAL CENTER,5.78,OIL/GAS,NATURAL GAS,,OPERATIONAL,SYLMAR+CA,34.3058279,-118.4571974
399,FOOTHILL,11.0,HYDROELECTRIC,WATER,"RUN-OF-RIVER, FRANCIS TURBINE, AQUADUCT",OPERATIONAL,SYLMAR+CA,34.3058279,-118.4571974
400,SAN FERNANDO,5.6,HYDROELECTRIC,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,SYLMAR+CA,34.3058279,-118.4571974
401,SAN BERNARDINO MWD - SITE 1720,0.18,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
402,SAN GORGONIO UPPER,0.41,HYDROELECTRIC,WATER,,OPERATIONAL,BEAUMONT+CA,33.9294606,-116.977248
403,SANTA ANA 1,3.2,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,EAST HIGHLANDS+CA,47.57764179999999,-122.618316
404,MILL CREEK 1,0.94,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MENTONE+CA,34.070013,-117.1344806
405,MILL CREEK 2,0.25,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MENTONE+CA,34.070013,-117.1344806
406,SANTA ANA 3,3.1,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,EAST HIGHLANDS+CA,47.57764179999999,-122.618316
407,MILL CREEK 3,3.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MENTONE+CA,34.070013,-117.1344806
408,SAN GORGONIO ENERGY,0.73,HYDROELECTRIC,WATER,,OPERATIONAL,BANNING+CA,33.9255713,-116.8764103
409,SALTON SEA 5,49.9,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
410,CE TURBO LLC,11.5,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
411,TURNIP,0.4,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,BRAWLEY+CA,32.9786566,-115.530267
412,HIGHLANDER 1,11.87,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,TWENTYNINE PALMS+CA,34.1355582,-116.0541689
413,SIMI VALLEY LANDFILL GAS GEN.,2.7,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SIMI VALLEY+CA,34.2694474,-118.781482
414,LYTLE CREEK,0.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
415,ANAHEIM GAS TURBINE,46.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,ANAHEIM+CA,33.8352932,-117.9145036
416,CLEAR COGEN,32.0,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, STEAM TURBINE",OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
417,SAN GABRIEL,4.98,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,AZUSA+CA,34.1336186,-117.9075627
418,SAN DIMAS WASH,1.05,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SAN DIMAS+CA,34.1066756,-117.8067257
419,VERDUGO,0.3,HYDROELECTRIC,WATER,,OPERATIONAL,SAN DIMAS+CA,34.1066756,-117.8067257
420,THREE VALLEYS MWD - WILLIAMS,0.35,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,LA VERNE+CA,34.1008426,-117.7678355
421,WFA (UPLAND),0.22,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,UPLAND+CA,34.09751,-117.6483876
422,SAN DIMAS,9.92,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SAN DIMAS+CA,34.1066756,-117.8067257
423,ETIWANDA,149.09,OIL/GAS,DISTILLATE OIL,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,ETIWANDA+CA,34.1261208,-117.5236622
